ProductKey,ProductName,Color,StandardCost,ListPrice,ProductSubcategory,ProductCategory,ProductDescription,ProductStatus
430,"ML Road Frame-W - Yellow, 40",Yellow,360.9428,594.83,Road Frames,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
431,"ML Road Frame-W - Yellow, 42",Yellow,300.1188,540.7545,Road Frames,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
432,"ML Road Frame-W - Yellow, 42",Yellow,360.9428,594.83,Road Frames,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
433,"ML Road Frame-W - Yellow, 44",Yellow,300.1188,540.7545,Road Frames,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
434,"ML Road Frame-W - Yellow, 44",Yellow,360.9428,594.83,Road Frames,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
435,"ML Road Frame-W - Yellow, 48",Yellow,300.1188,540.7545,Road Frames,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
436,"ML Road Frame-W - Yellow, 48",Yellow,360.9428,594.83,Road Frames,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
437,"HL Road Frame - Black, 62",Black,722.2568,1301.3636,Road Frames,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
438,"HL Road Frame - Black, 62",Black,868.6342,1431.50,Road Frames,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
439,"HL Road Frame - Black, 44",Black,722.2568,1301.3636,Road Frames,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
440,"HL Road Frame - Black, 44",Black,868.6342,1431.50,Road Frames,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
441,"HL Road Frame - Black, 48",Black,722.2568,1301.3636,Road Frames,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
442,"HL Road Frame - Black, 48",Black,868.6342,1431.50,Road Frames,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
443,"HL Road Frame - Black, 52",Black,722.2568,1301.3636,Road Frames,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
444,"HL Road Frame - Black, 52",Black,868.6342,1431.50,Road Frames,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
445,"Men's Sports Shorts, S",Black,24.7459,59.99,Shorts,Clothing,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate
446,"Touring-Panniers, Large",Grey,51.5625,125.00,Panniers,Accessories,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",Outdate
447,Cable Lock,NA,10.3125,25.00,Locks,Accessories,"Wraps to fit front and rear tires, carrier and 2 keys included.",Outdate
448,Minipump,NA,8.2459,19.99,Pumps,Accessories,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,Outdate
449,Mountain Pump,NA,10.3084,24.99,Pumps,Accessories,Simple and light-weight. Emergency patches stored in handle.,Outdate
450,Taillights - Battery-Powered,NA,5.7709,13.99,Lights,Accessories,Affordable light for safe night riding - uses 3 AAA batteries,Outdate
451,Headlights - Dual-Beam,NA,14.4334,34.99,Lights,Accessories,Rechargeable dual-beam headlight.,Outdate
452,Headlights - Weatherproof,NA,18.5584,44.99,Lights,Accessories,Rugged weatherproof headlight.,Outdate
453,"Men's Sports Shorts, M",Black,24.7459,59.99,Shorts,Clothing,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate
454,"Men's Sports Shorts, L",Black,24.7459,59.99,Shorts,Clothing,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate
455,"Men's Sports Shorts, XL",Black,24.7459,59.99,Shorts,Clothing,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate
456,"Women's Tights, S",Black,30.9334,74.99,Tights,Clothing,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Outdate
457,"Women's Tights, M",Black,30.9334,74.99,Tights,Clothing,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Outdate
458,"Women's Tights, L",Black,30.9334,74.99,Tights,Clothing,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Outdate
459,"Men's Bib-Shorts, S",Multi,37.1209,89.99,Bib-Shorts,Clothing,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Outdate
460,"Men's Bib-Shorts, M",Multi,37.1209,89.99,Bib-Shorts,Clothing,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Outdate
461,"Men's Bib-Shorts, L",Multi,37.1209,89.99,Bib-Shorts,Clothing,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Outdate
462,"Half-Finger Gloves, S",Black,9.7136,23.5481,Gloves,Clothing,"Full padding, improved finger flex, durable palm, adjustable closure.",Outdate
463,"Half-Finger Gloves, S",Black,9.1593,24.49,Gloves,Clothing,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
464,"Half-Finger Gloves, M",Black,9.7136,23.5481,Gloves,Clothing,"Full padding, improved finger flex, durable palm, adjustable closure.",Outdate
465,"Half-Finger Gloves, M",Black,9.1593,24.49,Gloves,Clothing,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
466,"Half-Finger Gloves, L",Black,9.7136,23.5481,Gloves,Clothing,"Full padding, improved finger flex, durable palm, adjustable closure.",Outdate
467,"Half-Finger Gloves, L",Black,9.1593,24.49,Gloves,Clothing,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
468,"Full-Finger Gloves, S",Black,15.6709,37.99,Gloves,Clothing,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Outdate
469,"Full-Finger Gloves, M",Black,15.6709,37.99,Gloves,Clothing,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Outdate
470,"Full-Finger Gloves, L",Black,15.6709,37.99,Gloves,Clothing,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Outdate
471,"Classic Vest, S",Blue,23.749,63.50,Vests,Clothing,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
472,"Classic Vest, M",Blue,23.749,63.50,Vests,Clothing,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
473,"Classic Vest, L",Blue,23.749,63.50,Vests,Clothing,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
474,"Women's Mountain Shorts, S",Black,26.1763,69.99,Shorts,Clothing,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
475,"Women's Mountain Shorts, M",Black,26.1763,69.99,Shorts,Clothing,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
476,"Women's Mountain Shorts, L",Black,26.1763,69.99,Shorts,Clothing,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
477,Water Bottle - 30 oz.,NA,1.8663,4.99,Bottles and Cages,Accessories,AWC logo water bottle - holds 30 oz; leak-proof.,Current
478,Mountain Bottle Cage,NA,3.7363,9.99,Bottles and Cages,Accessories,Tough aluminum cage holds bottle securly on tough terrain.,Current
479,Road Bottle Cage,NA,3.3623,8.99,Bottles and Cages,Accessories,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,Current
480,Patch Kit/8 Patches,NA,0.8565,2.29,Tires and Tubes,Accessories,"Includes 8 different size patches, glue and sandpaper.",Current
481,"Racing Socks, M",White,3.3623,8.99,Socks,Clothing,"Thin, lightweight and durable with cuffs that stay up.",Current
482,"Racing Socks, L",White,3.3623,8.99,Socks,Clothing,"Thin, lightweight and durable with cuffs that stay up.",Current
483,Hitch Rack - 4-Bike,NA,44.88,120.00,Bike Racks,Accessories,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",Current
484,Bike Wash - Dissolver,NA,2.9733,7.95,Cleaners,Accessories,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",Current
485,Fender Set - Mountain,NA,8.2205,21.98,Fenders,Accessories,Clip-on fenders fit most mountain bikes.,Current
486,All-Purpose Bike Stand,NA,59.466,159.00,Bike Stands,Accessories,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,Current
487,Hydration Pack - 70 oz.,Silver,20.5663,54.99,Hydration Packs,Accessories,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.",Current
488,"Short-Sleeve Classic Jersey, S",Yellow,41.5723,53.99,Jerseys,Clothing,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
489,"Short-Sleeve Classic Jersey, M",Yellow,41.5723,53.99,Jerseys,Clothing,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
490,"Short-Sleeve Classic Jersey, L",Yellow,41.5723,53.99,Jerseys,Clothing,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
491,"Short-Sleeve Classic Jersey, XL",Yellow,41.5723,53.99,Jerseys,Clothing,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
492,"HL Touring Frame - Yellow, 60",Yellow,601.7437,1003.91,Touring Frames,Components,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
493,"LL Touring Frame - Yellow, 62",Yellow,199.8519,333.42,Touring Frames,Components,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
494,"HL Touring Frame - Yellow, 46",Yellow,601.7437,1003.91,Touring Frames,Components,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
495,"HL Touring Frame - Yellow, 50",Yellow,601.7437,1003.91,Touring Frames,Components,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
496,"HL Touring Frame - Yellow, 54",Yellow,601.7437,1003.91,Touring Frames,Components,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
497,"HL Touring Frame - Blue, 46",Blue,601.7437,1003.91,Touring Frames,Components,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
498,"HL Touring Frame - Blue, 50",Blue,601.7437,1003.91,Touring Frames,Components,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
499,"HL Touring Frame - Blue, 54",Blue,601.7437,1003.91,Touring Frames,Components,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
500,"HL Touring Frame - Blue, 60",Blue,601.7437,1003.91,Touring Frames,Components,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
501,Rear Derailleur,Silver,53.9282,121.46,Derailleurs,Components,Wide-link design.,Current
502,"LL Touring Frame - Blue, 50",Blue,199.8519,333.42,Touring Frames,Components,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
503,"LL Touring Frame - Blue, 54",Blue,199.8519,333.42,Touring Frames,Components,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
504,"LL Touring Frame - Blue, 58",Blue,199.8519,333.42,Touring Frames,Components,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
505,"LL Touring Frame - Blue, 62",Blue,199.8519,333.42,Touring Frames,Components,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
506,"LL Touring Frame - Yellow, 44",Yellow,199.8519,333.42,Touring Frames,Components,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
507,"LL Touring Frame - Yellow, 50",Yellow,199.8519,333.42,Touring Frames,Components,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
508,"LL Touring Frame - Yellow, 54",Yellow,199.8519,333.42,Touring Frames,Components,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
509,"LL Touring Frame - Yellow, 58",Yellow,199.8519,333.42,Touring Frames,Components,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
510,"LL Touring Frame - Blue, 44",Blue,199.8519,333.42,Touring Frames,Components,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
511,"ML Mountain Frame-W - Silver, 40",Silver,199.3757,364.09,Mountain Frames,Components,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
512,"ML Mountain Frame-W - Silver, 42",Silver,199.3757,364.09,Mountain Frames,Components,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
513,"ML Mountain Frame-W - Silver, 46",Silver,199.3757,364.09,Mountain Frames,Components,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
514,Rear Brakes,Silver,47.286,106.50,Brakes,Components,NULL,Current
515,LL Mountain Seat/Saddle,NA,12.0413,27.12,Saddles,Components,Synthetic leather. Features gel for increased comfort.,Current
516,ML Mountain Seat/Saddle,NA,17.3782,39.14,Saddles,Components,Designed to absorb shock.,Current
517,HL Mountain Seat/Saddle,NA,23.3722,52.64,Saddles,Components,Anatomic design for a full-day of riding in comfort. Durable leather.,Current
518,LL Road Seat/Saddle,NA,12.0413,27.12,Saddles,Components,Lightweight foam-padded saddle.,Current
519,ML Road Seat/Saddle,NA,17.3782,39.14,Saddles,Components,Rubber bumpers absorb bumps.,Current
520,HL Road Seat/Saddle,NA,23.3722,52.64,Saddles,Components,Lightweight kevlar racing saddle. Leather.,Current
521,LL Touring Seat/Saddle,NA,12.0413,27.12,Saddles,Components,"Comfortable, ergonomically shaped gel saddle.",Current
522,ML Touring Seat/Saddle,NA,17.3782,39.14,Saddles,Components,New design relieves pressure for long rides.,Current
523,HL Touring Seat/Saddle,NA,23.3722,52.64,Saddles,Components,Cut-out shell for a more comfortable ride.,Current
524,"LL Mountain Frame - Silver, 42",Silver,144.5938,264.05,Mountain Frames,Components,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
525,"LL Mountain Frame - Silver, 44",Silver,144.5938,264.05,Mountain Frames,Components,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
526,"LL Mountain Frame - Silver, 48",Silver,144.5938,264.05,Mountain Frames,Components,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
527,"LL Mountain Frame - Silver, 52",Silver,144.5938,264.05,Mountain Frames,Components,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
528,Mountain Tire Tube,NA,1.8663,4.99,Tires and Tubes,Accessories,Self-sealing tube.,Current
529,Road Tire Tube,NA,1.4923,3.99,Tires and Tubes,Accessories,Conventional all-purpose tube.,Current
530,Touring Tire Tube,NA,1.8663,4.99,Tires and Tubes,Accessories,General purpose tube.,Current
531,"LL Mountain Frame - Black, 42",Black,136.785,249.79,Mountain Frames,Components,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
532,"LL Mountain Frame - Black, 44",Black,136.785,249.79,Mountain Frames,Components,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
533,"LL Mountain Frame - Black, 48",Black,136.785,249.79,Mountain Frames,Components,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
534,"LL Mountain Frame - Black, 52",Black,136.785,249.79,Mountain Frames,Components,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
535,LL Mountain Tire,NA,9.3463,24.99,Tires and Tubes,Accessories,"Comparible traction, less expensive wire bead casing.",Current
536,ML Mountain Tire,NA,11.2163,29.99,Tires and Tubes,Accessories,"Great traction, high-density rubber.",Current
537,HL Mountain Tire,NA,13.09,35.00,Tires and Tubes,Accessories,"Incredible traction, lightweight carbon reinforced.",Current
538,LL Road Tire,NA,8.0373,21.49,Tires and Tubes,Accessories,Same great treads as more expensive tire with a less expensive wire bead casing.,Current
539,ML Road Tire,NA,9.3463,24.99,Tires and Tubes,Accessories,Higher density rubber.,Current
540,HL Road Tire,NA,12.1924,32.60,Tires and Tubes,Accessories,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,Current
541,Touring Tire,NA,10.8423,28.99,Tires and Tubes,Accessories,High-density rubber.,Current
542,LL Mountain Pedal,Silver/Black,17.9776,40.49,Pedals,Components,Expanded platform so you can ride in any shoes; great for all-around riding.,Current
543,ML Mountain Pedal,Silver/Black,27.568,62.09,Pedals,Components,"Lightweight, durable, clipless pedal with adjustable tension.",Current
544,HL Mountain Pedal,Silver/Black,35.9596,80.99,Pedals,Components,Stainless steel; designed to shed mud easily.,Current
545,LL Road Pedal,Silver/Black,17.9776,40.49,Pedals,Components,Clipless pedals - aluminum.,Current
546,ML Road Pedal,Silver/Black,27.568,62.09,Pedals,Components,Lightweight aluminum alloy construction.,Current
547,HL Road Pedal,Silver/Black,35.9596,80.99,Pedals,Components,Top-of-the-line clipless pedals with adjustable tension.,Current
548,Touring Pedal,Silver/Black,35.9596,80.99,Pedals,Components,A stable pedal for all-day riding.,Current
549,"ML Mountain Frame-W - Silver, 38",Silver,199.3757,364.09,Mountain Frames,Components,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
550,"LL Mountain Frame - Black, 40",Black,136.785,249.79,Mountain Frames,Components,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
551,"LL Mountain Frame - Silver, 40",Silver,144.5938,264.05,Mountain Frames,Components,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
552,Front Derailleur,Silver,40.6216,91.49,Derailleurs,Components,Wide-link design.,Current
553,LL Touring Handlebars,NA,20.464,46.09,Handlebars,Components,Unique shape reduces fatigue for entry level riders.,Current
554,HL Touring Handlebars,NA,40.6571,91.57,Handlebars,Components,A light yet stiff aluminum bar for long distance riding.,Current
555,Front Brakes,Silver,47.286,106.50,Brakes,Components,All-weather brake pads; provides superior stopping by applying more surface to the rim.,Current
556,LL Crankset,Black,77.9176,175.49,Cranksets,Components,Super rigid spindle.,Current
557,ML Crankset,Black,113.8816,256.49,Cranksets,Components,High-strength crank arm.,Current
558,HL Crankset,Black,179.8156,404.99,Cranksets,Components,Triple crankset; alumunim crank arm; flawless shifting.,Current
559,Chain,Silver,8.9866,20.24,Chains,Components,Superior shifting performance.,Current
560,"Touring-2000 Blue, 60",Blue,755.1508,1214.85,Touring Bikes,Bikes,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
561,"Touring-1000 Yellow, 46",Yellow,1481.9379,2384.07,Touring Bikes,Bikes,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
562,"Touring-1000 Yellow, 50",Yellow,1481.9379,2384.07,Touring Bikes,Bikes,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
563,"Touring-1000 Yellow, 54",Yellow,1481.9379,2384.07,Touring Bikes,Bikes,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
564,"Touring-1000 Yellow, 60",Yellow,1481.9379,2384.07,Touring Bikes,Bikes,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
565,"Touring-3000 Blue, 54",Blue,461.4448,742.35,Touring Bikes,Bikes,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
566,"Touring-3000 Blue, 58",Blue,461.4448,742.35,Touring Bikes,Bikes,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
567,"Touring-3000 Blue, 62",Blue,461.4448,742.35,Touring Bikes,Bikes,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
568,"Touring-3000 Yellow, 44",Yellow,461.4448,742.35,Touring Bikes,Bikes,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
569,"Touring-3000 Yellow, 50",Yellow,461.4448,742.35,Touring Bikes,Bikes,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
570,"Touring-3000 Yellow, 54",Yellow,461.4448,742.35,Touring Bikes,Bikes,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
571,"Touring-3000 Yellow, 58",Yellow,461.4448,742.35,Touring Bikes,Bikes,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
572,"Touring-3000 Yellow, 62",Yellow,461.4448,742.35,Touring Bikes,Bikes,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
573,"Touring-1000 Blue, 46",Blue,1481.9379,2384.07,Touring Bikes,Bikes,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
574,"Touring-1000 Blue, 50",Blue,1481.9379,2384.07,Touring Bikes,Bikes,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
575,"Touring-1000 Blue, 54",Blue,1481.9379,2384.07,Touring Bikes,Bikes,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
576,"Touring-1000 Blue, 60",Blue,1481.9379,2384.07,Touring Bikes,Bikes,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
577,"Touring-2000 Blue, 46",Blue,755.1508,1214.85,Touring Bikes,Bikes,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
578,"Touring-2000 Blue, 50",Blue,755.1508,1214.85,Touring Bikes,Bikes,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
579,"Touring-2000 Blue, 54",Blue,755.1508,1214.85,Touring Bikes,Bikes,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
580,"Road-350-W Yellow, 40",Yellow,1082.51,1700.99,Road Bikes,Bikes,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
581,"Road-350-W Yellow, 42",Yellow,1082.51,1700.99,Road Bikes,Bikes,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
582,"Road-350-W Yellow, 44",Yellow,1082.51,1700.99,Road Bikes,Bikes,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
583,"Road-350-W Yellow, 48",Yellow,1082.51,1700.99,Road Bikes,Bikes,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
584,"Road-750 Black, 58",Black,343.6496,539.99,Road Bikes,Bikes,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current
585,"Touring-3000 Blue, 44",Blue,461.4448,742.35,Touring Bikes,Bikes,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
586,"Touring-3000 Blue, 50",Blue,461.4448,742.35,Touring Bikes,Bikes,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
587,"Mountain-400-W Silver, 38",Silver,419.7784,769.49,Mountain Bikes,Bikes,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
588,"Mountain-400-W Silver, 40",Silver,419.7784,769.49,Mountain Bikes,Bikes,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
589,"Mountain-400-W Silver, 42",Silver,419.7784,769.49,Mountain Bikes,Bikes,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
590,"Mountain-400-W Silver, 46",Silver,419.7784,769.49,Mountain Bikes,Bikes,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
591,"Mountain-500 Silver, 40",Silver,308.2179,564.99,Mountain Bikes,Bikes,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
592,"Mountain-500 Silver, 42",Silver,308.2179,564.99,Mountain Bikes,Bikes,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
593,"Mountain-500 Silver, 44",Silver,308.2179,564.99,Mountain Bikes,Bikes,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
594,"Mountain-500 Silver, 48",Silver,308.2179,564.99,Mountain Bikes,Bikes,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
595,"Mountain-500 Silver, 52",Silver,308.2179,564.99,Mountain Bikes,Bikes,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
596,"Mountain-500 Black, 40",Black,294.5797,539.99,Mountain Bikes,Bikes,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
597,"Mountain-500 Black, 42",Black,294.5797,539.99,Mountain Bikes,Bikes,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
598,"Mountain-500 Black, 44",Black,294.5797,539.99,Mountain Bikes,Bikes,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
599,"Mountain-500 Black, 48",Black,294.5797,539.99,Mountain Bikes,Bikes,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
600,"Mountain-500 Black, 52",Black,294.5797,539.99,Mountain Bikes,Bikes,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
